home,geo_area_id,device,population,devices_pct
4201,13103,1,6516,0.02
4201,13106,2,6516,0.03
4201,13107,1,6516,0.02
4201,13108,3,6516,0.05
4201,13110,3,6516,0.05
4201,13111,1,6516,0.02
4201,13112,1,6516,0.02
4201,13113,2,6516,0.03
4201,13114,5,6516,0.08
4201,13115,6,6516,0.09
4201,13117,1,6516,0.02
4201,13118,1,6516,0.02
4201,13119,5,6516,0.08
4201,13120,1,6516,0.02
4201,13121,2,6516,0.03
4201,13122,2,6516,0.03
4201,13123,4,6516,0.06
4201,13124,2,6516,0.03
4201,13125,1,6516,0.02
4201,13126,2,6516,0.03
4201,13128,1,6516,0.02
4201,13130,1,6516,0.02
4201,13131,1,6516,0.02
4201,13201,4,6516,0.06
4201,13202,1,6516,0.02
4201,13302,2,6516,0.03
4201,13401,5,6516,0.08
4201,13402,1,6516,0.02
4201,13404,1,6516,0.02
4201,13501,2,6516,0.03
4202,13101,1,2332,0.04
4202,13102,2,2332,0.09
4202,13103,1,2332,0.04
4202,13104,2,2332,0.09
4202,13105,1,2332,0.04
4202,13106,4,2332,0.16999999999999998
4202,13111,1,2332,0.04
4202,13113,1,2332,0.04
4202,13114,3,2332,0.13
4202,13115,1,2332,0.04
4202,13116,2,2332,0.09
4202,13119,1,2332,0.04
4202,13120,1,2332,0.04
4202,13122,2,2332,0.09
4202,13124,4,2332,0.16999999999999998
4202,13125,2,2332,0.09
4202,13126,2,2332,0.09
4202,13127,2,2332,0.09
4202,13129,2,2332,0.09
4202,13132,2,2332,0.09
4202,13201,3,2332,0.13
4202,13202,2,2332,0.09
4202,13301,9,2332,0.38999999999999996
4202,13302,4,2332,0.16999999999999998
4202,13401,2,2332,0.09
4202,13403,2,2332,0.09
4202,13604,2,2332,0.09
4203,13101,28,7196,0.38999999999999996
4203,13102,8,7196,0.11
4203,13103,2,7196,0.03
4203,13104,8,7196,0.11
4203,13105,84,7196,1.17
4203,13106,9,7196,0.13
4203,13107,7,7196,0.1
4203,13108,4,7196,0.06
